INSEE,Latitude,Longitude
33288,44.616667,-0.266667
33289,44.6503,0.0808333
33290,44.933333,-0.133333
33291,44.5667,0.00027777
33292,44.7,-0.216667
33293,44.8833,-0.416667
33294,44.6,-0.083333
33295,45.0167,-0.35
33296,44.833333,-0.016667
33297,45.0667,-0.766667
33298,44.8473,-0.220556
33299,44.65,-0.2
33300,45.25,-1.03333
33301,44.783333,-0.183333
33302,44.9333,-0.183333
33303,44.833333,-0.283333
33304,44.65,0.016667
33305,44.483333,-0.266667
33306,44.5167,-0.0111111
33307,44.483333,-0.366667
33308,44.65,-0.283333
33309,45.3,-0.833333
33310,44.5,-0.516667
33311,44.683333,-0.366667
33312,44.95,-0.583333
33313,44.9,-0.133333
33314,45.2,-0.75
33315,45.066667,-0.1
33316,44.75,0.083333
33317,45.016667,-0.316667
33318,44.8,-0.616667
33319,44.816667,0.083333
33320,44.9833,-0.066667
33321,45.033333,-0.45
33322,44.9667,-0.633333
33323,44.583333,-0.216667
33324,44.8167,0.216667
33325,45.1,-0.65
33326,45.3275,-0.575833
33327,44.65,-0.35
33328,44.9333,-0.2
33329,44.4,-0.266667
33330,44.85,-0.433333
33331,44.55,-0.083333
33332,45.0333,0.016667
33333,44.866667,-1.091
33334,44.7,-0.416667
33335,44.8,-0.366667
33336,44.4,-0.35
33337,44.583333,-0.3
33338,45.3333,-0.916667
33339,45.0325,-0.493333
33341,45.083333,-0.483333
33342,44.9333,-0.066667
33343,44.566667,-0.35
33344,44.8,-0.033333
33345,44.6612,0.0730556
33346,44.55,-0.066667
33347,44.9833,-0.0005555
33348,45.366667,-0.983333
33349,44.75,-0.5
33350,44.783333,-0.116667
33351,45.2333,-0.5
33352,44.583333,-0.033333
33353,44.6667,0.016667
33354,44.766667,0.2
33355,44.65,-0.35
33356,44.933333,-0.316667
33357,44.5,-0.283333
33358,44.766667,-0.183333
33359,44.6167,0.033333
33360,44.783333,0.233333
33361,44.7667,-0.033333
33362,45.033333,-0.183333
33363,44.7833,-0.416667
33364,44.966667,-0.266667
33365,44.95,-0.3
33366,44.991667,-0.441667
33367,44.6,-0.2
33369,44.8,0.2
33370,45.1833,-0.65
33371,45.016667,-0.416667
33372,44.7667,0.016667
33373,45.033333,0.05
33374,45.2667,-0.566667
33375,44.8,-0.166667
33376,44.75,-0.716667
33377,44.808333,0.125
33378,44.8503,0.2575
33379,44.683333,-0.15
33380,45.2833,-0.566667
33381,44.75,-0.45
33382,45.1333,-0.483333
33383,45.35,-0.833333
33384,44.8833,-0.1
33385,45.0806,0.0158333
33386,44.933333,-0.016667
33387,45.0333,-0.266667
33388,45.083333,-0.6
33389,45.3,-0.616667
33390,44.8789,-0.0619444
33391,44.4259,-0.180833
33392,44.583333,-0.283333
33393,45,-0.2
33394,44.883333,-0.15
33395,45.2592,-0.771944
33396,44.883333,-0.1
33397,44.9167,-0.483333
33398,44.616667,-0.1
33399,44.65,-0.116667
33400,44.683333,0.066667
33401,44.8,-0.1
33402,44.833333,0.216667
33403,44.6,-0.15
33404,44.616667,0.083333
33405,45.1667,-0.633333
33406,44.9,-0.066667
33407,45.0333,-0.366667
33408,44.75,-0.383333
33409,44.7,-0.183333
33411,44.6256,-0.221389
33412,45.283333,-0.866667
33413,44.85,-0.316667
33414,44.95,-0.333333
33415,45.0167,-0.45
33416,45.15,-0.533333
33417,44.9667,-0.883333
33418,44.6012,0.00166667
33419,44.65,-0.083333
33420,44.8833,-0.1
33421,44.816667,-0.133333
33422,44.8167,-0.783333
33423,45.1648,-0.740556
33424,45.1503,-0.821944
33425,45.033333,-0.466667
33426,44.8833,-0.133333
33427,44.633333,-0.133333
33428,44.6167,-0.116667
33429,44.433333,-0.466667
33431,44.7667,-0.266667
33432,44.55,-0.183333
33433,44.9167,-0.433333
33434,44.95,-0.533333
33435,44.5667,-0.216667
33436,44.533333,-0.666667
33437,44.8667,-0.066667
33438,44.566667,-0.266667
33439,45.1167,-0.416667
33440,44.616667,-0.183333
33441,45.15,-0.65
33442,45.033333,-0.216667
33443,44.6333,-0.033333
33444,44.566667,-0.166667
33445,45.0333,-0.266667
33446,44.666667,-0.033333
33447,45.0167,-0.05
33448,44.716667,-0.516667
33449,44.9,-0.733333
33450,44.283333,-0.116667
33451,44.9333,-0.316667
33452,44.616667,-0.433333
33453,44.5817,0.0705556
33454,44.65,-0.516667
33456,45.3139,-0.589722
33457,44.55,-0.183333
33458,45.15,-0.6
33459,44.8556,-0.113333
33460,44.816667,-0.066667
33461,44.9167,-0.033333
33462,44.816667,0.233333
33463,44.5667,-0.183333
33464,44.666667,-0.233333
33465,44.55,-0.216667
33466,44.816667,-0.283333
33467,44.7833,0.15
33468,44.841667,-0.025
33470,44.9667,-0.4
33471,45.2023,-0.835
33473,45.1387,-0.448611
33474,44.666667,-0.483333
33475,45.05,-0.566667
33476,45.283333,-0.783333
33477,45.15,-0.633333
33478,45.016667, -     
33479,44.5833,-0.033333
33480,44.866667,-0.183333
33481,44.6292,0.05
33482,44.666667,-0.116667
33483,44.9167,-0.4
33484,44.433333,-0.483333
33485,44.8333,-0.116667
33486,45.083333,-0.566667
33487,44.9667,-0.483333
33488,44.8,-0.116667
33489,45.1,-0.5
33490,45.433333,-1.033333
33491,44.6167,0.116667
33492,45.133333,-0.416667
33493,45.3167,-0.816667
33494,44.933333,-0.833333
33495,45.0167,-0.366667
33496,44.833333,-0.4
33498,44.552,-0.869444
33499,44.9, -     
33500,45.0667,-0.55
33501,44.65,-0.6
33502,45.1833,-0.5
33503,44.916667,-0.983333
33504,44.5333,-0.333333
33505,44.7695,-0.311944
33506,44.7,-0.083333
33507,44.4,-0.183333
33508,44.5228,-0.108889
33509,44.99,-0.235278
33510,44.633333,-0.233333
33511,44.4228,-0.0886111
33512,44.45,-0.05
33513,44.3667,-0.066667
33514,45.508333,-1.116667
33515,44.6833,-0.283333
33516,44.733333,0.016667
33517,45.05,-0.683333
33518,44.716667,-0.416667
33519,44.9,-0.666667
33520,44.633333,0.166667
33521,45.475,-1.05833
33522,44.816667,-0.6
33523,44.7333,-0.266667
33524,44.966667,-0.35
33525,45.05,-0.483333
33526,44.9525,-0.01
33527,44.633333,-1.016667
33528,44.8833,-0.983333
33529,44.6343,-1.13704
33530,45.0833,-0.533333
33531,44.816667,-0.25
33532,45.0667,-0.3
33533,44.55,-0.266667
33534,44.7167,-0.4
33535,44.85,-0.466667
33536,44.45,-0.6
33537,44.45,-0.316667
33538,45.4,-0.9
33539,44.9,-0.316667
33540,45.3583,-1.05833
33541,45.4,-1.041667
33542,44.9833,-0.333333
33543,44.583333,-0.25
33544,45.5417,-1.06667
33545,45.2503,-0.834167
33546,44.85,-0.166667
33547,44.4667,-0.366667
33548,44.966667,-0.3
33549,44.6833,-0.333333
33550,44.766667,-0.55
33551,45.0837,-0.627778
33552,44.65,-0.383333
33553,45.0333,-0.45
33554,44.883333,-0.466667
33555,44.6833,-0.85
33901,44.982,-1.0804
33903,44.633333,-0.966667
33904,44.783333,-0.566667
33940,44.53674,-1.15327
33972,44.7,-1.233333
34001,43.45,3.3
34002,43.533333,3.433333
34003,43.3167,3.46667
34004,43.333333,2.85
34005,43.9167,3.75
34006,43.333333,2.816667
34007,43.3333,2.81667
34008,43.583333,3.116667
34009,43.4667,3.35
34010,43.683333,3.583333
34011,43.7167,3.48333
34012,43.7,3.683333
34013,43.5667,3.43333
34014,43.7,3.883333
34015,43.4,2.88333
34016,43.6028,3.59861
34017,43.466667,3.466667
34018,43.5,3.16667
34019,43.75,3.1
34020,43.3167,2.75
34021,43.433333,2.9
34022,43.6667,4.01667
34023,43.433333,3.666667
34024,43.45,3.68333
34025,43.4,3.25
34026,43.3,2.76667
34027,43.733333,4.016667
34028,43.6167,3.15
34029,43.55,3.483333
34030,43.4833,2.95
34031,43.366667,3.416667
34032,43.35,3.25
34033,43.75,4.083333
34034,43.4017,2.70417
34035,43.666667,3.65
34036,43.7167,3.38333
34037,43.366667,3.25
34038,43.7,3.16667
34039,43.45,3.65
34040,43.65,3.25
34041,43.616667,3.466667
34042,43.8667,3.7
34044,43.5333,3.13333
34045,43.583333,3.366667
34046,43.6167,2.86667
34047,43.533333,3.483333
34048,43.7833,4.03333
34049,43.666667,3.133333
34050,43.6167,4.06667
34051,43.6,3.5
34052,43.3333,3.03333
34053,43.633333,3.233333
34054,43.3833,2.61667
34055,43.666667,2.966667
34056,43.4333,3.43333
34057,43.633333,3.9
34058,43.6667,3.98333
34059,43.35,2.783333
34060,43.8,3.65
34061,43.466667,3.083333
34062,43.55,3.15
34063,43.5,3.366667
34064,43.85,3.3
34065,43.416667,3.033333
34066,43.7667,3.8
34067,43.925,3.7
34068,43.4833,3.46667
34069,43.383333,3.1
34070,43.4,2.98333
34071,43.8,3.1
34072,43.6667,3.35
34073,43.316667,3.3
34074,43.45,3.05139
34075,43.333333,2.716667
34076,43.6442,3.45834
34077,43.65,3.883333
34078,43.8667,3.9
34079,43.616667,3.433333
34080,43.5803,3.01028
34081,43.316667,3.133333
34082,43.6667,3.75
34083,43.6,3.066667
34084,43.4,3.18333
34085,43.45,3.283333
34086,43.4667,2.73333
34087,43.55,3.716667
34088,43.55,3.71667
34089,43.366667,3.016667
34090,43.65,3.93333
34091,43.866667,3.366667
34092,43.35,2.95
34093,43.666667,3.2
34094,43.4333,3.26667
34095,43.55,3.766667
34096,43.5667,3.18333
34097,43.333333,2.6
34098,43.4,2.63333
34099,43.883333,3.8
34100,43.4833,2.88333
34101,43.383333,3.45
34102,43.7945,3.91445
34103,43.533333,3.366667
34104,43.5667,3.25
34105,43.5,3.25
34106,43.75,3.35
34107,43.6,2.816667
34108,43.45,3.75
34109,43.5,3.266667
34110,43.7667,4.01667
34111,43.933333,3.7
34112,43.8,4.01667
34113,43.5,3.7
34114,43.65,3.55
34115,43.9,3.633333
34116,43.65,3.78333
34117,43.666667,3.083333
34118,43.7167,3.91667
34119,43.6,3.116667
34120,43.6667,3.9
34121,43.733333,3.183333
34122,43.6833,3.46667
34123,43.616667,3.8
34124,43.65,3.43333
34125,43.666667,3.516667
34126,43.6,3.06667
34127,43.65,4.066667
34128,43.9167,3.73333
34129,43.566667,3.9
34130,43.5167,3.2
34131,43.833333,3.883333
34132,43.7833,3.28333
34133,43.7,3.266667
34134,43.5833,3.83333
34135,43.266667,3.166667
34136,43.5,3.43333
34137,43.633333,3.383333
34138,43.5833,3.43333
34139,43.416667,3.233333
34140,43.3833,3.18333
34141,43.316667,2.633333
34142,43.7167,3.31667
34143,43.45,3.616667
34144,43.7,3.2
34145,43.683333,4.133333
34146,43.6833,4.08333
34147,43.466667,3.216667
34148,43.3667,3.15
34149,43.483333,3.316667
34150,43.35,3.53333
34151,43.666667,4.183333
34152,43.7833,3.75
34153,43.733333,3.816667
34154,43.6167,4.01667
34155,43.3573,3.12
34156,43.633333,3.283333
34157,43.4167,3.6
34158,43.35,2.75
34159,43.5,3.8
34160,43.5714,2.95556
34161,43.333333,3.116667
34162,43.4833,3.48333
34163,43.65,3.7
34164,43.75,3.95
34165,43.516667,3.683333
34166,43.4,3.36667
34167,43.3,3.033333
34168,43.5667,3.26667
34169,43.666667,3.85
34170,43.3333,2.9
34171,43.933333,3.8
34172,43.6,3.88333
34173,43.683333,3.5
34174,43.95,3.71667
34175,43.616667,3.366667
34176,43.6464,4.03945
34177,43.683333,3.766667
34178,43.4406,3.14417
34179,43.616667,3.733333
34180,43.6,3.43333
34181,43.533333,3.333333
34182,43.4167,3.41667
34183,43.283333,3.133333
34184,43.5167,3.41667
34185,43.816667,3.783333
34186,43.65,3.3
34187,43.55,2.916667
34188,43.7167,3.31667
34189,43.266667,2.733333
34190,43.2833,2.76667
34191,43.433333,3.183333
34192,43.5333,3.93333
34193,43.45,2.85
34194,43.5333,3.45
34195,43.8,3.583333
34196,43.8028,3.32278
34197,43.583333,3.416667
34198,43.5667,3.95
34199,43.45,3.416667
34200,43.5833,3.25
34201,43.433333,2.966667
34202,43.5833,3.76667
34203,43.4,3.516667
34204,43.55,3.53333
34205,43.75,3.283333
34206,43.3167,3.08333
34207,43.4,3.5
34208,43.6167,3.53333
34209,43.3,3.333333
34210,43.5833,3.51667
34211,43.583333,3.05
34212,43.7667,3.33333
34213,43.483333,3.666667
34214,43.4833,3.26667
34215,43.616667,3.5
34216,43.6333,3.11667
34217,43.7,3.866667
34218,43.45,2.98333
34219,43.533333,2.833333
34220,43.7,3.31667
34221,43.716667,3.616667
34222,43.5667,3.5
34223,43.433333,3.2
34224,43.45,3.23333
34225,43.366667,3.033333
34226,43.35,2.96667
34227,43.716667,4.033333
34228,43.4167,2.75
34229,43.5,2.783333
34230,43.8333,3.26667
34231,43.816667,3.233333
34232,43.5,3.01667
34233,43.8,3.216667
34234,43.55,3.21667
34236,43.812,3.81306
34237,43.516667,3.3
34238,43.8487,3.66306
34239,43.65,3.5
34240,43.6333,3.96667
34241,43.616667,3.55
34242,43.7667,3.95
34243,43.9,3.733333
34244,43.6667,4.025
34245,43.416667,2.95
34246,43.7333,4.08333
34247,43.6837,3.84639
34248,43.7725,3.90917
34249,43.733333,3.983333
34250,43.5333,2.85
34251,43.766667,3.383333
34252,43.6667,3.08333
34253,43.833333,3.3
34254,43.65,3.45
34255,43.7,3.8
34256,43.7,4.03333
34258,43.4684,3.17889
34259,43.616667,3.783333
34260,43.65,3.03333
34261,43.733333,3.55
34262,43.6833,3.45
34263,43.75,4.016667
34264,43.8333,3.61667
34266,43.75,3.83333
34267,43.7,3.55
34268,43.7,3.41667
34269,43.383333,2.833333
34270,43.5833,3.83333
34271,43.566667,2.916667
34272,43.65,4.11667
34273,43.583333,2.983333
34274,43.7833,3.73333
34276,43.766667,3.85
34277,43.8333,3.5
34278,43.85,3.383333
34279,43.5,3.08333
34280,43.633333,4.133333
34281,43.5333,3.51667
34282,43.633333,3.666667
34283,43.7833,3.41667
34284,43.4887,2.76028
34285,43.516667,3.516667
34286,43.75,3.41667
34287,43.6942,3.47084
34288,43.733333,4.1
34289,43.4,3.41667
34290,43.7062,3.87723
34291,43.5606,2.87917
34292,43.616667,3.316667
34293,43.6009,2.70334
34294,43.716667,4.116667
34295,43.5833,3.8
34296,43.7634,4.05723
34297,43.833333,3.916667
34298,43.3,3.26667
34299,43.283333,3.283333
34300,43.4167,3.3
34301,43.4,3.683333
34302,43.3167,2.66667
34303,43.883333,3.4
34304,43.7667,3.35
34305,43.55,2.716667
34306,43.7333,3.36667
34308,43.6167,3.1
34309,43.683333,3.916667
34310,43.4167,3.16667
34311,43.45,3.383333
34312,43.65,3.15
34313,43.566667,3.5
34314,43.7333,3.86667
34315,43.5187,3.46417
34316,43.716667,3.4
34317,43.7833,3.45
34318,43.8439,3.94445
34319,43.55,3.3
34320,43.6667,3.71667
34321,43.666667,4.066667
34322,43.8,3.86667
34323,43.6,3.3
34324,43.25,3.28333
34325,43.416667,3.366667
34326,43.3833,2.75
34327,43.65,3.966667
34328,43.5833,3.56667
34329,43.266667,3.216667
34330,43.7167,4.1
34331,43.45,2.7
34332,43.3,3.41667
34333,43.483333,3.8
34334,43.5333,2.98333
34335,43.6178,3.11945
34336,43.316667,3.266667
34337,43.5323,3.86084
34338,43.616667,3.416667
34339,43.3833,2.9
34340,43.733333,4.15
34341,43.5,3.6
34342,43.7525,3.72556
34343,43.75,3.7
34344,43.5667,4.08333
34902,43.283333,3.516667
34923,43.416667,3.733333
34926,43.533333,3.983333
35001,48.1333,-1.53333
35003,48.3,-1.58333
35004,48.45,-1.483333
35005,47.9333,-1.3
35006,48.066667,-1.15
35007,48.3,-1.63333
35008,47.966667,-1.2
35009,48.5333,-1.78333
35010,48.55,-1.7
35011,48.35,-1.38333
35012,47.833333,-1.683333
35013,47.7,-2.06667
35014,48.016667,-1.283333
35015,48.1667,-1.18333
35016,47.983333,-1.933333
35017,48.3167,-1.9
35018,48.4431,0.895001
35019,48.416667,-1.583333
35020,48.316667,-1.766667
35021,48.3333,-1.16667
35022,48.3,-1.95
35023,48.1833,-1.95
35024,48.183333,-1.65
35025,48.2833,-1.25
35026,48.116667,-2.133333
35027,48.1667,-2.06667
35028,47.966667,-1.4
35029,48.4667,-1.76667
35030,47.866667,-1.6
35031,48.1833,-1.43333
35033,47.9333,-1.75
35034,48.516667,-1.666667
35035,47.95,-1.98333
35036,47.7,-1.9
35037,48.05,-1.86667
35038,48.1,-1.066667
35039,48.1167,-1.48333
35040,48.15,-1.9
35041,47.95,-1.53333
35042,48.016667,-1.083333
35043,48.133333,-1.416667
35044,48.4667,-1.65
35045,47.816667,-2.016667
35046,47.8833,-2.03333
35047,48.033333,-1.75
35048,47.9333,-2
35049,48.683333,-1.85
35050,48.2833,-1.88333
35051,48.125,-1.6
35052,48.15,-1.31667
35053,48.033333,-1.383333
35054,47.9667,-1.61667
35055,48.083333,-1.616667
35056,48.3837,0.174445
35057,47.933333,-1.933333
35058,48.2667,-1.85
35059,48.1773,0.267223
35061,48.1333,-1.1
35062,48.35,-1.1
35063,48.3167,-1.3
35064,47.7003,0.0652788
35065,48.133333,-1.866667
35066,48.05,-1.7
35067,48.25,-1.566667
35068,48.1167,-1.4
35069,48.05,-1.5
35070,48.5612,0.0702788
35071,48.4159,0.745834
35072,48.216667,-1.166667
35074,48.033333,-1.416667
35075,48.3833,-1.46667
35076,48.05,-1.783333
35077,47.85,-1.21667
35078,48.6,-1.7
35079,48.2167,-1.63333
35080,48.1,-1.866667
35081,48.1833,-1.85
35082,47.883333,-1.433333
35083,48.4667,-1.36667
35084,47.866667,-2.083333
35085,48.4167,-1.75
35086,48.266667,-1.25
35087,48.0833,-1.3
35088,47.983333,-1.583333
35089,47.8833,-1.5
35090,47.933333,-1.666667
35091,48.2,-2.13333
35092,48.45,-1.65
35093,48.6333,-2.06667
35094,48.35,-1.716667
35095,48.55,-1.75
35096,48.083333,-1.383333
35097,48,-1.25
35098,47.766667,-1.683333
35099,48.062,0.476945
35100,48.266667,-1.15
35101,48.1833,-1.36667
35102,47.9,-1.266667
35103,47.8167,-1.25
35104,48.5,-1.7
35105,48.1,-1.11667
35106,47.833333,-1.566667
35107,48.25,-1.5
35108,47.966667,-1.416667
35109,48.0667,-1.18333
35110,48.333333,-1.633333
35111,48.5,-1.3
35112,48.333333,-1.116667
35113,48.4667,-1.5
35114,47.866667,-1.266667
35115,48.35,-1.2
35116,48.6,-1.85
35117,48.1333,-2.23333
35118,48.3,-1.516667
35119,47.9833,-1.11667
35120,48.216667,-1.783333
35121,48.25,-1.46667
35122,48.616667,-1.9
35123,48,-1.85
35124,47.716667,-1.733333
35125,47.9333,-1.23333
35126,47.966667,-1.8
35127,47.9167,-1.85
35128,48.3,-1.716667
35129,47.8167,-1.83333
35130,48.3,-1.8
35131,48.1333,-1.81667
35132,48.6,-1.8
35133,48.1333,-2.03333
35134,48.283333,-1.866667
35135,48.25,-1.95
35136,47.966667,-1.5
35137,48.3167,-1.21667
35138,48.366667,-1.15
35139,47.9833,-1.71667
35140,47.85,-1.516667
35141,48.15,-1.28333
35142,48.416667,-1.15
35143,48.25,-2
35144,48.25,-1.85
35145,47.7167,-1.85
35146,48.25,-1.816667
35147,48.45,-1.83333
35148,48.4,-1.7
35149,47.9833,-1.86667
35150,48.366667,-1.216667
35151,47.85,-1.95
35152,48.216667,-1.5
35153,48.5667,-1.86667
35154,48.216667,-1.35
35155,47.8667,-1.88333
35156,48.3,-1.933333
35157,48.4,-1.06667
35158,48.2,-1.983333
35159,48.45,-1.73333
35160,47.933333,-2.083333
35161,48.05,-1.33333
35162,48.483333,-1.133333
35163,48.2833,-1.11667
35164,48.383333,-1.6
35165,47.95,-1.36667
35166,48.133333,-1.333333
35167,47.8333,-1.31667
35168,47.9,-1.983333
35169,47.9833,-2.03333
35170,48.233333,-1.3
35171,48.2667,-2.06667
35172,48.416667,-1.816667
35173,48.2167,-1.7
35174,48.5,-1.2
35175,47.9,-1.96667
35176,47.816667,-1.8
35177,48.2167,-1.75
35178,48.3,-1.45
35179,48.5167,-1.9
35180,48.283333,-1.933333
35181,48.5833,-2.01667
35183,48.083333,-1.1
35184,48.2,-2.05
35185,48.2,-1.15
35186,48.5667,-1.76667
35187,48.066667,-1.983333
35188,48.1333,-1.96667
35189,48.15,-1.716667
35190,48.5167,-1.18333
35191,48.45,-1.3
35192,48.25,-1.21667
35193,48.25,-1.716667
35194,48.15,-1.23333
35195,48.3,-1.666667
35196,48.0667,-1.85
35197,48.233333,-1.6
35198,48,-1.36667
35199,47.933333,-1.266667
35200,47.9667,-1.21667
35201,48.1273,1.84278
35202,47.8,-1.733333
35203,48.15,-1.98333
35204,48.05,-1.55
35205,48.4167,-1.63333
35206,48.0434,0.342501
35207,48.116667,-1.516667
35208,48,-1.66667
35209,48.05,-1.45
35210,48.15,-1.76667
35211,48.016667,-2.183333
35212,47.8833,-1.66667
35214,48.2667,-1.2
35215,48.433333,-1.2
35216,48.2,-1.83333
35217,48.033333,-1.033333
35218,47.9333,-1.6
35219,47.816667,-1.95
35220,48,-1.43333
35221,47.9,-1.75
35222,48.5333,-1.56667
35224,48.5333,-1.85
35225,48.416667,-1.916667
35226,48.4,-1.9
35227,48.183333,-1.916667
35228,48.5833,-2.06667
35229,48.116667,-1.25
35230,48.4667,-1.26667
35231,47.883333,-1.683333
35232,48.2167,-1.08333
35233,48.35,-1.833333
35234,48.25,-2.15
35235,47.916667,-1.233333
35236,47.65,-2.08333
35237,47.716667,-1.983333
35238,48.0833,-1.68333
35239,47.916667,-1.383333
35240,48.1,-1.8
35241,48.6,-2.033333
35242,48.3995,0.487501
35243,48.35,-1.283333
35244,48.3667,-1.5
35245,48.216667,-1.9
35246,48.5333,-1.83333
35247,48.583333,-1.6
35248,48.55,-1.58333
35249,47.733333,-1.816667
35250,48.0167,-1.58333
35251,48.25,-1.6
35252,48.1,-1.3
35253,48.266667,-1.4
35254,48.05,-1.46667
35255,48.616667,-1.85
35256,48.6333,-2.13333
35257,48.4,-1.366667
35258,48.3,-1.85
35259,48.583333,-1.65
35260,48.2333,-1.25
35261,48.35,-1.45
35262,47.8833,-1.45
35263,48.683333,-1.9
35264,48.1,-1.36667
35265,48.366667,-1.866667
35266,48.0167,-1.65
35267,48.4,-1.333333
35268,47.75,-1.88333
35269,48.266667,-1.283333
35270,48.5667,-1.55
35271,48.5084,0.756668
35272,48.016667,-1.166667
35273,48.4,-1.25
35274,48.25,-1.666667
35275,48.15,-1.83333
35276,48.266667,-1.833333
35277,48.1167,-2.06667
35278,48.15,-1.683333
35279,48.5833,-1.88333
35280,48.35,-1.35
35281,48.0667,-1.71667
35282,48.283333,-1.366667
35283,48.1167,-1.36667
35284,48.6,-1.966667
35285,47.7667,-1.96667
35286,48.4,-1.65
35287,48.6333,-2.11667
35288,48.65,-2.016667
35289,47.8667,-1.78333
35290,48.0931,1.90111
35291,48.583333,-1.633333
35292,48.3667,-1.4
35293,48.3,-1.366667
35294,47.7,-2
35295,48.133333,-2.083333
35296,48.2667,-1.66667
35297,48.183333,-2.2
35298,48.116667,-1.383333
35299,48.65,-1.9
35300,48.183333,-1.116667
35301,48.2333,-2.05
35302,48.166667,-2.166667
35303,48.4628,0.559168
35304,48.333333,-1.416667
35305,48.05,-2.05
35306,48.583333,-1.916667
35307,48.2833,-1.98333
35308,48.45,-1.916667
35309,48.3667,-1.56667
35310,48.333333,-1.316667
35311,47.85,-2
35312,47.9,-1.783333
35313,48.633333,-2.016667
35314,48.5667,-1.96667
35315,48.216667,-1.583333
35316,47.7667,0.376945
35317,48.283333,-1.833333
35318,48.3333,-1.93333
35319,48.033333,-1.933333
35320,48.1667,-2.03333
35321,47.916667,-1.583333
35322,47.8959,0.389445
35323,48.433333,-1.35
35324,48.3,-1.13333
35325,47.95,-1.166667
35326,48.3333,-1.55
35327,48.116667,-1.45
35328,47.7833,-2.08333
35329,48.516667,-1.516667
35330,48.1833,-1.23333
35331,48.1,-1.933333
35332,47.8,-1.53333
35333,47.916667,-1.433333
35334,48.1598,0.420279
35335,47.85,-1.483333
35336,48.35,-1.4
35337,48.316667,-1.85
35338,48.0667,-1.26667
35339,48.5,-1.6
35340,48.0333,-2
35341,48.416667,-1.466667
35342,48.4333,-1.7
35343,47.883333,-1.55
35344,48.4833,-1.88333
35345,48.366667,-1.933333
35346,48.3333,-1.88333
35347,48.183333,-1.3
35348,48.3,-1.31667
35350,48.033333,-1.266667
35351,48.0696,-1.93374
35352,48.05,-1.6
35353,48.1167,-1.75
35354,48.516667,-1.55
35355,48.35,-1.48333
35356,48.25,-1.783333
35357,48.4667,-1.21667
35358,48.55,-1.95
35359,47.95,-1.3
35360,48.133333,-1.2
35361,48.6,-1.78333
35362,48.483333,-1.833333
35363,48.0128,0.295279
35904,47.866667,-1.666667
35907,48.683333,-1.966667
35908,47.683333,-1.6
35909,48.616667,-1.833333
35910,48.083333,-1.766667
36001,46.4333,1.83333
36002,47.1,1.7
36003,46.7833,1.96667
36004,47.2,1.783333
36005,46.75,1.83333
36006,46.583333,1.516667
36007,46.9333,1.43333
36008,46.9,1.266667
36009,46.6833,1.7
36010,46.85,1.066667
36011,47.1833,1.75
36012,46.483333,1.566667
36013,47.05,1.56667
36014,46.5,1.533333
36015,46.3867,1.30722
36016,46.55,1.166667
36017,46.65,2.06667
36018,46.633333,1.066667
36019,46.7948,1.98528
36020,46.366667,1.233333
36021,46.9806,1.97583
36022,46.616667,1.683333
36023,47.0395,1.67333
36025,46.55,2.01667
36026,46.95,1.733333
36027,46.85,1.95
36028,46.5,1.8
36029,47.1333,1.68333
36030,46.633333,1.75
36031,46.8833,1.41667
36032,46.516667,1.583333
36033,46.5167,1.5
36034,47.25,1.65
36035,46.4333,1.3
36036,46.533333,1.2
36037,46.9333,1.8
36038,46.55,2.116667
36039,46.416667,1.55
36040,46.8333,1.45
36041,47.05,1.783333
36042,46.6333,1.48333
36043,46.533333,1.933333
36044,46.8167,1.7
36045,46.983333,1.166667
36046,46.5833,1.98333
36047,46.416667,1.383333
36048,46.5667,1.61667
36049,46.516667,1.45
36050,46.8833,1.56667
36051,46.616667,1.366667
36052,46.9167,2.06667
36053,46.616667,1.25
36054,46.9167,1.1
36055,46.933333,1.233333
36056,46.55,1.75
36057,46.883333,1.716667
36058,46.6,1.01667
36059,46.8789,1.98583
36060,46.366667,2.516667
36061,46.4833,1.86667
36062,46.483333,1.6
36063,46.8333,1.7
36064,46.816667,1.816667
36065,47.05,2.05
36066,46.7,1.116667
36067,46.4667,1.3
36068,47.2,1.75
36069,47.0833,1.35
36070,46.4423,1.5825
36071,46.766667,1.766667
36072,47.172,1.40833
36073,46.516667,2.1
36074,47.0167,1.1
36075,47.05,1.733333
36076,46.6833,0.983333
36077,47.216667,1.533333
36078,46.5667,1.86667
36079,46.983333,1.55
36080,47,1.46667
36081,46.516667,1.6
36082,47.0333,1.5
36083,47.066667,1.9
36084,46.5833,1.73333
36085,47.066667,1.716667
36086,47.012,1.40889
36087,46.6,0.966667
36088,46.95,2
36089,46.666667,1.8
36090,47.0333,1.45
36091,46.583333,2.016667
36092,47.0667,1.51667
36093,46.983333,1.616667
36094,46.4667,1.21667
36095,46.483333,2.133333
36096,46.75,1.08333
36097,47.016667,1.75
36098,46.9667,1.9
36099,46.433333,1.733333
36100,46.6333,2.01667
36101,46.733333,1.55
36102,47.0833,1.9
36103,47.116667,1.433333
36104,46.7,0.95
36105,46.75,1.033333
36106,46.55,1.4
36107,47.216667,1.483333
36108,46.642,1.82333
36109,46.55,1.966667
36110,46.5667,1.68333
36111,46.583333,1.65
36112,46.8,1.86667
36113,46.8,1.033333
36114,46.5667,1.08333
36115,47.216667,1.65
36116,47.0167,1.85
36117,46.55,1.566667
36118,46.7333,1.41667
36119,46.616667,0.916667
36120,46.65,1.88333
